uf;br_formatada;municipio;mes;trimestre;dia_semana;dia_semana_num;fim_de_semana;hora;faixa_horaria;turno;fase_dia;causa_acidente;tipo_acidente;condicao_metereologica;tipo_pista;tracado_via;uso_solo;acidente_fatal
RJ;BR-040;PETROPOLIS;11.0;4.0;QUINTA-FEIRA;6.0;1;13;12h-14h;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;NÃO;0
PB;BR-230;CAMPINA GRANDE;11.0;4.0;QUINTA-FEIRA;6.0;1;13;12h-14h;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;ACLIVE;NÃO;0
RJ;BR-101;RIO DE JANEIRO;11.0;4.0;QUINTA-FEIRA;6.0;1;14;12h-14h;TARDE;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;DUPLA;"RETA;PONTE";NÃO;0
BA;BR-407;JUAZEIRO;11.0;4.0;QUINTA-FEIRA;6.0;1;13;12h-14h;TARDE;PLENO DIA;TRANSITAR NO ACOSTAMENTO;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;"RETA;EM OBRAS";SIM;0
MS;BR-376;DOURADOS;11.0;4.0;QUINTA-FEIRA;6.0;1;14;12h-14h;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;ROTATÓRIA;NÃO;0
MA;BR-222;ACAILANDIA;11.0;4.0;QUINTA-FEIRA;6.0;1;9;09h-11h;MANHA;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;SOL;SIMPLES;"RETA;DECLIVE";SIM;0
ES;BR-101;IBIRACU;11.0;4.0;QUINTA-FEIRA;6.0;1;15;15h-17h;TARDE;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;TOMBAMENTO;NUBLADO;SIMPLES;RETA;NÃO;0
SC;BR-101;ITAJAI;11.0;4.0;QUINTA-FEIRA;6.0;1;15;15h-17h;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
RS;BR-285;SALDANHA MARINHO;11.0;4.0;QUINTA-FEIRA;6.0;1;13;12h-14h;TARDE;PLENO DIA;CONDUTOR DORMINDO;COLISÃO LATERAL SENTIDO OPOSTO;SOL;SIMPLES;"RETA;DECLIVE";NÃO;0
PB;BR-230;CAMPINA GRANDE;11.0;4.0;QUINTA-FEIRA;6.0;1;14;12h-14h;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;NUBLADO;SIMPLES;"RETA;EM OBRAS";SIM;0
SP;BR-381;MAIRIPORA;11.0;4.0;QUINTA-FEIRA;6.0;1;15;15h-17h;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO COM OBJETO;CÉU CLARO;MÚLTIPLA;RETA;NÃO;0
MG;BR-354;POUSO ALTO;11.0;4.0;QUINTA-FEIRA;6.0;1;15;15h-17h;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRASEIRA;SOL;SIMPLES;RETA;SIM;0
RS;BR-285;MATO CASTELHANO;11.0;4.0;QUINTA-FEIRA;6.0;1;15;15h-17h;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;SOL;SIMPLES;RETA;NÃO;0
MG;BR-267;BOM JARDIM DE MINAS;11.0;4.0;QUINTA-FEIRA;6.0;1;12;12h-14h;TARDE;PLENO DIA;FALTA DE ELEMENTO DE CONTENÇÃO QUE EVITE A SAÍDA DO LEITO CARROÇÁVEL;SAÍDA DE LEITO CARROÇÁVEL;NUBLADO;SIMPLES;"ACLIVE;RETA";NÃO;0
SC;BR-101;CAMBORIU;11.0;4.0;QUINTA-FEIRA;6.0;1;16;15h-17h;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;SIM;0
RN;BR-226;MACAIBA;11.0;4.0;QUINTA-FEIRA;6.0;1;17;15h-17h;TARDE;PLENA NOITE;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;SIM;0
DF;BR-020;BRASILIA;11.0;4.0;QUINTA-FEIRA;6.0;1;17;15h-17h;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;NÃO;0
MG;BR-356;EUGENOPOLIS;11.0;4.0;QUINTA-FEIRA;6.0;1;15;15h-17h;TARDE;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;TOMBAMENTO;SOL;SIMPLES;"DECLIVE;RETA";NÃO;0
MG;BR-381;SAO JOAQUIM DE BICAS;11.0;4.0;QUINTA-FEIRA;6.0;1;17;15h-17h;TARDE;PLENO DIA;ULTRAPASSAGEM INDEVIDA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
PB;BR-101;BAYEUX;11.0;4.0;QUINTA-FEIRA;6.0;1;17;15h-17h;TARDE;PLENA NOITE;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;CURVA;NÃO;0
MG;BR-365;PATOS DE MINAS;11.0;4.0;QUINTA-FEIRA;6.0;1;17;15h-17h;TARDE;PLENO DIA;AUSÊNCIA DE SINALIZAÇÃO;QUEDA DE OCUPANTE DE VEÍCULO;SOL;DUPLA;"INTERSEÇÃO DE VIAS;ROTATÓRIA";NÃO;0
AC;BR-364;BUJARI;11.0;4.0;QUINTA-FEIRA;6.0;1;11;09h-11h;MANHA;PLENO DIA;PISTA ESBURACADA;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;"RETA;DECLIVE";NÃO;0
MG;BR-116;CARATINGA;11.0;4.0;QUINTA-FEIRA;6.0;1;17;15h-17h;TARDE;ANOITECER;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;SIM;1
CE;BR-116;HORIZONTE;11.0;4.0;QUINTA-FEIRA;6.0;1;18;18h-20h;NOITE;PLENA NOITE;ENTRADA INOPINADA DO PEDESTRE;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;DUPLA;RETA;SIM;0
PE;BR-101;RECIFE;11.0;4.0;QUINTA-FEIRA;6.0;1;18;18h-20h;NOITE;PLENA NOITE;ENTRADA INOPINADA DO PEDESTRE;ATROPELAMENTO DE PEDESTRE;NUBLADO;DUPLA;RETA;SIM;0
MG;BR-040;NOVA LIMA;11.0;4.0;QUINTA-FEIRA;6.0;1;18;18h-20h;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;NÃO;0
MG;BR-050;UBERABA;11.0;4.0;QUINTA-FEIRA;6.0;1;17;15h-17h;TARDE;ANOITECER;TRANSITAR NA CONTRAMÃO;COLISÃO LATERAL SENTIDO OPOSTO;CÉU CLARO;SIMPLES;"CURVA;VIADUTO;DECLIVE";SIM;0
BA;BR-324;SIMOES FILHO;11.0;4.0;QUINTA-FEIRA;6.0;1;18;18h-20h;NOITE;ANOITECER;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;NÃO;0
PB;BR-104;LAGOA SECA;11.0;4.0;QUINTA-FEIRA;6.0;1;17;15h-17h;TARDE;ANOITECER;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;"DECLIVE;RETA";SIM;0
ES;BR-101;SERRA;11.0;4.0;QUINTA-FEIRA;6.0;1;18;18h-20h;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;"RETORNO REGULAMENTADO;RETA";NÃO;0
MA;BR-135;SAO LUIS;11.0;4.0;QUINTA-FEIRA;6.0;1;18;18h-20h;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;"RETA;INTERSEÇÃO DE VIAS";SIM;0
BA;BR-367;PORTO SEGURO;11.0;4.0;QUINTA-FEIRA;6.0;1;16;15h-17h;TARDE;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;COLISÃO LATERAL MESMO SENTIDO;SOL;SIMPLES;RETA;SIM;0
PE;BR-408;PAUDALHO;11.0;4.0;QUINTA-FEIRA;6.0;1;18;18h-20h;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO COM OBJETO;CÉU CLARO;DUPLA;"RETA;ACLIVE";NÃO;0
AL;BR-316;SANTANA DO IPANEMA;11.0;4.0;QUINTA-FEIRA;6.0;1;16;15h-17h;TARDE;PLENO DIA;ACUMULO DE AREIA OU DETRITOS SOBRE O PAVIMENTO;TOMBAMENTO;CÉU CLARO;SIMPLES;RETA;NÃO;0
RN;BR-110;MOSSORO;11.0;4.0;QUINTA-FEIRA;6.0;1;18;18h-20h;NOITE;PLENA NOITE;ANIMAIS NA PISTA;ATROPELAMENTO DE ANIMAL;NUBLADO;SIMPLES;RETA;NÃO;0
MS;BR-163;CAMPO GRANDE;11.0;4.0;QUINTA-FEIRA;6.0;1;18;18h-20h;NOITE;PLENA NOITE;ACESSO IRREGULAR;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;SIM;0
GO;BR-040;VALPARAISO DE GOIAS;11.0;4.0;QUINTA-FEIRA;6.0;1;19;18h-20h;NOITE;ANOITECER;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;TOMBAMENTO;CÉU CLARO;DUPLA;RETA;SIM;0
RO;BR-364;PORTO VELHO;11.0;4.0;QUINTA-FEIRA;6.0;1;18;18h-20h;NOITE;ANOITECER;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
MG;BR-116;ITAOBIM;11.0;4.0;QUINTA-FEIRA;6.0;1;19;18h-20h;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;RETA;SIM;0
RJ;BR-101;ITABORAI;11.0;4.0;QUINTA-FEIRA;6.0;1;5;03h-05h;MADRUGADA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;ACLIVE;SIM;0
PI;BR-343;CAMPO MAIOR;2.0;1.0;TERÇA-FEIRA;6.0;1;18;18h-20h;NOITE;ANOITECER;CONVERSÃO PROIBIDA;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;SIM;0
GO;BR-060;ANAPOLIS;11.0;4.0;QUINTA-FEIRA;6.0;1;19;18h-20h;NOITE;PLENA NOITE;DEFICIÊNCIA DO SISTEMA DE ILUMINAÇÃO/SINALIZAÇÃO;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;SIM;0
BA;BR-116;VITORIA DA CONQUISTA;11.0;4.0;QUINTA-FEIRA;6.0;1;19;18h-20h;NOITE;PLENA NOITE;PARTICIPAR DE RACHA;COLISÃO FRONTAL;NUBLADO;SIMPLES;"RETA;ROTATÓRIA";SIM;0
MT;BR-163;DIAMANTINO;11.0;4.0;QUINTA-FEIRA;6.0;1;16;15h-17h;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;RETA;NÃO;0
RO;BR-364;PORTO VELHO;11.0;4.0;QUINTA-FEIRA;6.0;1;18;18h-20h;NOITE;PLENA NOITE;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"RETA;ACLIVE";SIM;0
RS;BR-285;PASSO FUNDO;11.0;4.0;QUINTA-FEIRA;6.0;1;17;15h-17h;TARDE;PLENO DIA;CONDUTOR DORMINDO;CAPOTAMENTO;CÉU CLARO;DUPLA;CURVA;NÃO;0
MS;BR-262;CAMPO GRANDE;11.0;4.0;QUINTA-FEIRA;6.0;1;19;18h-20h;NOITE;PLENA NOITE;OBJETO ESTÁTICO SOBRE O LEITO CARROÇÁVEL;COLISÃO COM OBJETO;CÉU CLARO;SIMPLES;RETA;NÃO;0
PE;BR-428;PETROLINA;11.0;4.0;QUINTA-FEIRA;6.0;1;20;18h-20h;NOITE;PLENA NOITE;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
ES;BR-259;COLATINA;11.0;4.0;QUINTA-FEIRA;6.0;1;19;18h-20h;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;EVENTOS ATÍPICOS;NUBLADO;SIMPLES;"RETA;DECLIVE";NÃO;0
RJ;BR-116;PIRAI;11.0;4.0;QUINTA-FEIRA;6.0;1;20;18h-20h;NOITE;PLENA NOITE;CONDUTOR DORMINDO;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"RETA;INTERSEÇÃO DE VIAS";NÃO;0
SC;BR-163;DIONISIO CERQUEIRA;11.0;4.0;QUINTA-FEIRA;6.0;1;19;18h-20h;NOITE;PLENA NOITE;TRANSITAR NA CONTRAMÃO;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
PE;BR-232;ARCOVERDE;11.0;4.0;QUINTA-FEIRA;6.0;1;18;18h-20h;NOITE;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;RETA;NÃO;1
MT;BR-364;PEDRA PRETA;11.0;4.0;QUINTA-FEIRA;6.0;1;9;09h-11h;MANHA;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;CÉU CLARO;SIMPLES;ACLIVE;NÃO;0
PR;BR-373;PRUDENTOPOLIS;11.0;4.0;QUINTA-FEIRA;6.0;1;17;15h-17h;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;SIMPLES;RETA;SIM;0
RJ;BR-040;DUQUE DE CAXIAS;11.0;4.0;QUINTA-FEIRA;6.0;1;20;18h-20h;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;SIM;0
CE;BR-116;JATI;11.0;4.0;QUINTA-FEIRA;6.0;1;18;18h-20h;NOITE;ANOITECER;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;RETA;NÃO;1
PR;BR-467;CASCAVEL;11.0;4.0;QUINTA-FEIRA;6.0;1;21;21h-23h;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;"INTERSEÇÃO DE VIAS;ACLIVE;CURVA";SIM;0
PI;BR-316;TERESINA;11.0;4.0;QUINTA-FEIRA;6.0;1;21;21h-23h;NOITE;PLENA NOITE;ACUMULO DE ÁGUA SOBRE O PAVIMENTO;TOMBAMENTO;CHUVA;MÚLTIPLA;"RETA;DECLIVE";SIM;0
MA;BR-222;ACAILANDIA;11.0;4.0;QUINTA-FEIRA;6.0;1;17;15h-17h;TARDE;ANOITECER;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;"CURVA;DECLIVE";NÃO;1
RN;BR-304;MOSSORO;11.0;4.0;QUINTA-FEIRA;6.0;1;23;21h-23h;NOITE;PLENA NOITE;ENTRADA INOPINADA DO PEDESTRE;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;DUPLA;RETA;SIM;1
RS;BR-116;CAXIAS DO SUL;11.0;4.0;QUINTA-FEIRA;6.0;1;19;18h-20h;NOITE;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"INTERSEÇÃO DE VIAS;RETA;DECLIVE";SIM;0
ES;BR-101;PINHEIROS;11.0;4.0;QUINTA-FEIRA;6.0;1;23;21h-23h;NOITE;PLENA NOITE;VELOCIDADE INCOMPATÍVEL;COLISÃO LATERAL SENTIDO OPOSTO;NEVOEIRO/NEBLINA;SIMPLES;"DECLIVE;CURVA";NÃO;0
MT;BR-364;CUIABA;11.0;4.0;QUINTA-FEIRA;6.0;1;22;21h-23h;NOITE;PLENA NOITE;ACUMULO DE AREIA OU DETRITOS SOBRE O PAVIMENTO;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;DUPLA;RETA;NÃO;0
MS;BR-463;PONTA PORA;11.0;4.0;QUINTA-FEIRA;6.0;1;20;18h-20h;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;TOMBAMENTO;IGNORADO;DUPLA;RETA;SIM;0
SC;BR-470;RIO DO SUL;12.0;4.0;SEXTA-FEIRA;1.0;0;0;00h-02h;MADRUGADA;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO COM OBJETO;CÉU CLARO;SIMPLES;"RETA;VIADUTO";SIM;0
SC;BR-101;CAPIVARI DE BAIXO;12.0;4.0;SEXTA-FEIRA;1.0;0;0;00h-02h;MADRUGADA;PLENA NOITE;AVARIAS E/OU DESGASTE EXCESSIVO NO PNEU;TOMBAMENTO;CÉU CLARO;MÚLTIPLA;"RETA;DECLIVE";SIM;0
PR;BR-163;CASCAVEL;12.0;4.0;SEXTA-FEIRA;1.0;0;1;00h-02h;MADRUGADA;PLENA NOITE;CONDUTOR DORMINDO;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;RETA;NÃO;1
MS;BR-060;SIDROLANDIA;12.0;4.0;SEXTA-FEIRA;1.0;0;0;00h-02h;MADRUGADA;PLENA NOITE;CONDUTOR DORMINDO;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;RETA;NÃO;0
RN;BR-101;NATAL;12.0;4.0;SEXTA-FEIRA;1.0;0;2;00h-02h;MADRUGADA;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;ATROPELAMENTO DE ANIMAL;CÉU CLARO;DUPLA;ACLIVE;NÃO;0
TO;BR-153;ALIANCA DO TOCANTINS;12.0;4.0;SEXTA-FEIRA;1.0;0;4;03h-05h;MADRUGADA;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;TOMBAMENTO;CÉU CLARO;SIMPLES;RETA;NÃO;0
MS;BR-262;RIBAS DO RIO PARDO;12.0;4.0;SEXTA-FEIRA;1.0;0;3;03h-05h;MADRUGADA;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;CAPOTAMENTO;CÉU CLARO;SIMPLES;RETA;NÃO;1
RJ;BR-101;RIO BONITO;12.0;4.0;SEXTA-FEIRA;1.0;0;1;00h-02h;MADRUGADA;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;RETA;SIM;0
BA;BR-324;AMELIA RODRIGUES;12.0;4.0;SEXTA-FEIRA;1.0;0;4;03h-05h;MADRUGADA;AMANHECER;OBJETO ESTÁTICO SOBRE O LEITO CARROÇÁVEL;CAPOTAMENTO;NEVOEIRO/NEBLINA;DUPLA;"ACLIVE;RETA";NÃO;0
ES;BR-393;CACHOEIRO DE ITAPEMIRIM;12.0;4.0;SEXTA-FEIRA;1.0;0;5;03h-05h;MADRUGADA;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;NUBLADO;SIMPLES;RETA;NÃO;0
MG;BR-381;BETIM;12.0;4.0;SEXTA-FEIRA;1.0;0;6;06h-08h;MANHA;PLENO DIA;TRAFEGAR COM MOTOCICLETA (OU SIMILAR) ENTRE AS FAIXAS;TOMBAMENTO;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
BA;BR-324;SAO SEBASTIAO DO PASSE;-1.0;-1.0;DOMINGO;-1.0;0;15;15h-17h;TARDE;PLENO DIA;ACUMULO DE ÁGUA SOBRE O PAVIMENTO;SAÍDA DE LEITO CARROÇÁVEL;CHUVA;DUPLA;RETA;NÃO;0
GO;BR-060;RIO VERDE;12.0;4.0;SEXTA-FEIRA;1.0;0;0;00h-02h;MADRUGADA;PLENA NOITE;CONDUTOR DORMINDO;COLISÃO COM OBJETO;CÉU CLARO;DUPLA;CURVA;NÃO;0
MG;BR-050;UBERLANDIA;12.0;4.0;SEXTA-FEIRA;1.0;0;4;03h-05h;MADRUGADA;AMANHECER;ACESSO IRREGULAR;COLISÃO FRONTAL;CÉU CLARO;DUPLA;RETA;SIM;0
SC;BR-101;BARRA VELHA;12.0;4.0;SEXTA-FEIRA;1.0;0;4;03h-05h;MADRUGADA;PLENA NOITE;CONDUTOR DORMINDO;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;RETA;NÃO;0
MG;BR-262;LUZ;12.0;4.0;SEXTA-FEIRA;1.0;0;4;03h-05h;MADRUGADA;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;CAPOTAMENTO;CÉU CLARO;SIMPLES;RETA;NÃO;0
MT;BR-163;SINOP;12.0;4.0;SEXTA-FEIRA;1.0;0;5;03h-05h;MADRUGADA;AMANHECER;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;SIM;0
MT;BR-163;RONDONOPOLIS;12.0;4.0;SEXTA-FEIRA;1.0;0;4;03h-05h;MADRUGADA;AMANHECER;AUSÊNCIA DE REAÇÃO DO CONDUTOR;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;DUPLA;RETA;SIM;0
GO;BR-060;ABADIA DE GOIAS;12.0;4.0;SEXTA-FEIRA;1.0;0;5;03h-05h;MADRUGADA;AMANHECER;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO COM OBJETO;CÉU CLARO;MÚLTIPLA;"RETA;ACLIVE";NÃO;0
RN;BR-101;PARNAMIRIM;12.0;4.0;SEXTA-FEIRA;1.0;0;6;06h-08h;MANHA;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;RETORNO REGULAMENTADO;SIM;0
RS;BR-116;DOIS IRMAOS;12.0;4.0;SEXTA-FEIRA;1.0;0;6;06h-08h;MANHA;AMANHECER;TRANSITAR NA CONTRAMÃO;COLISÃO LATERAL SENTIDO OPOSTO;CÉU CLARO;SIMPLES;CURVA;NÃO;0
RO;BR-364;JI-PARANA;12.0;4.0;SEXTA-FEIRA;1.0;0;1;00h-02h;MADRUGADA;PLENA NOITE;ACUMULO DE AREIA OU DETRITOS SOBRE O PAVIMENTO;TOMBAMENTO;IGNORADO;SIMPLES;RETA;NÃO;0
SP;BR-116;SAO JOSE DOS CAMPOS;12.0;4.0;SEXTA-FEIRA;1.0;0;6;06h-08h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
PI;BR-343;FLORIANO;12.0;4.0;SEXTA-FEIRA;1.0;0;6;06h-08h;MANHA;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;"RETA;DECLIVE;RETORNO REGULAMENTADO";SIM;0
MG;BR-116;MURIAE;12.0;4.0;SEXTA-FEIRA;1.0;0;7;06h-08h;MANHA;PLENO DIA;VELOCIDADE INCOMPATÍVEL;COLISÃO TRANSVERSAL;NUBLADO;SIMPLES;"RETA;INTERSEÇÃO DE VIAS";SIM;0
SC;BR-101;BIGUACU;12.0;4.0;SEXTA-FEIRA;1.0;0;8;06h-08h;MANHA;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;"RETA;INTERSEÇÃO DE VIAS";SIM;0
PR;BR-376;MARINGA;12.0;4.0;SEXTA-FEIRA;1.0;0;7;06h-08h;MANHA;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
PI;BR-343;TERESINA;12.0;4.0;SEXTA-FEIRA;1.0;0;7;06h-08h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;SOL;MÚLTIPLA;"RETA;INTERSEÇÃO DE VIAS";SIM;0
GO;BR-060;RIO VERDE;12.0;4.0;SEXTA-FEIRA;1.0;0;7;06h-08h;MANHA;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO LATERAL MESMO SENTIDO;SOL;DUPLA;RETA;SIM;0
SC;BR-101;SAO JOSE;12.0;4.0;SEXTA-FEIRA;1.0;0;7;06h-08h;MANHA;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;INTERSEÇÃO DE VIAS;SIM;0
PR;BR-116;MANDIRITUBA;12.0;4.0;SEXTA-FEIRA;1.0;0;7;06h-08h;MANHA;AMANHECER;AVARIAS E/OU DESGASTE EXCESSIVO NO PNEU;TOMBAMENTO;NUBLADO;SIMPLES;"RETA;DECLIVE";SIM;0
RJ;BR-116;BARRA MANSA;12.0;4.0;SEXTA-FEIRA;1.0;0;8;06h-08h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;CURVA;NÃO;0
